year,year_quarter,month,treatment_location,region,treatment_location_name,department_type,number_of_attendances_aggregate,hrs_waiting,number_attendances
2017,2017Q3,08,S319H,NHS Lothian,Royal Hospital for Children and Young People Edinburgh - ED,Emergency Department,3772,hrs_more_waiting_12,0
2017,2017Q3,08,R103H,NHS Orkney,Balfour Hospital - MIU,Emergency Department,607,hrs_waiting_4,593
2017,2017Q3,08,R103H,NHS Orkney,Balfour Hospital - ED,Emergency Department,607,hrs_waiting_4,593
2017,2017Q3,08,R103H,NHS Orkney,Balfour Hospital - MIU,Emergency Department,607,hrs_more_waiting_8,0
2017,2017Q3,08,R103H,NHS Orkney,Balfour Hospital - ED,Emergency Department,607,hrs_more_waiting_8,0
2017,2017Q3,08,R103H,NHS Orkney,Balfour Hospital - MIU,Emergency Department,607,hrs_more_waiting_12,0
2017,2017Q3,08,R103H,NHS Orkney,Balfour Hospital - ED,Emergency Department,607,hrs_more_waiting_12,0
2017,2017Q3,08,Z102H,NHS Shetland,Gilbert Bain Hospital - ED,Emergency Department,663,hrs_waiting_4,622
2017,2017Q3,08,Z102H,NHS Shetland,Gilbert Bain Hospital - ED,Emergency Department,663,hrs_more_waiting_8,0
2017,2017Q3,08,Z102H,NHS Shetland,Gilbert Bain Hospital - ED,Emergency Department,663,hrs_more_waiting_12,0
2017,2017Q3,08,T101H,NHS Tayside,Ninewells Hospital - ED,Emergency Department,4359,hrs_waiting_4,4231
2017,2017Q3,08,T101H,NHS Tayside,Ninewells Hospital - ED,Emergency Department,4359,hrs_more_waiting_8,1
2017,2017Q3,08,T101H,NHS Tayside,Ninewells Hospital - ED,Emergency Department,4359,hrs_more_waiting_12,0
2017,2017Q3,08,T202H,NHS Tayside,Perth Royal Infirmary - ED,Emergency Department,2238,hrs_waiting_4,2202
2017,2017Q3,08,T202H,NHS Tayside,Perth Royal Infirmary - ED,Emergency Department,2238,hrs_more_waiting_8,1
2017,2017Q3,08,T202H,NHS Tayside,Perth Royal Infirmary - ED,Emergency Department,2238,hrs_more_waiting_12,0
2017,2017Q3,08,W107H,NHS Western Isles,Western Isles Hospital - ED,Emergency Department,655,hrs_waiting_4,649
2017,2017Q3,08,W107H,NHS Western Isles,Western Isles Hospital - ED,Emergency Department,655,hrs_more_waiting_8,0
2017,2017Q3,08,W107H,NHS Western Isles,Western Isles Hospital - ED,Emergency Department,655,hrs_more_waiting_12,0
2017,2017Q3,09,A111H,NHS Ayrshire & Arran,University Hospital Crosshouse - ED,Emergency Department,6054,hrs_waiting_4,5460
2017,2017Q3,09,A111H,NHS Ayrshire & Arran,University Hospital Crosshouse - ED,Emergency Department,6054,hrs_more_waiting_8,160
2017,2017Q3,09,A111H,NHS Ayrshire & Arran,University Hospital Crosshouse - ED,Emergency Department,6054,hrs_more_waiting_12,74
2017,2017Q3,09,A210H,NHS Ayrshire & Arran,University Hospital Ayr - ED,Emergency Department,3158,hrs_waiting_4,2896
2017,2017Q3,09,A210H,NHS Ayrshire & Arran,University Hospital Ayr - ED,Emergency Department,3158,hrs_more_waiting_8,50
2017,2017Q3,09,A210H,NHS Ayrshire & Arran,University Hospital Ayr - ED,Emergency Department,3158,hrs_more_waiting_12,10
2017,2017Q3,09,B120H,NHS Borders,Borders General Hospital - ED,Emergency Department,2661,hrs_waiting_4,2518
2017,2017Q3,09,B120H,NHS Borders,Borders General Hospital - ED,Emergency Department,2661,hrs_more_waiting_8,6
2017,2017Q3,09,B120H,NHS Borders,Borders General Hospital - ED,Emergency Department,2661,hrs_more_waiting_12,0
2017,2017Q3,09,Y144H,NHS Dumfries & Galloway,Galloway Community Hospital - ED,Emergency Department,1075,hrs_waiting_4,1003
2017,2017Q3,09,Y144H,NHS Dumfries & Galloway,Galloway Community Hospital - ED,Emergency Department,1075,hrs_more_waiting_8,5
2017,2017Q3,09,Y144H,NHS Dumfries & Galloway,Galloway Community Hospital - ED,Emergency Department,1075,hrs_more_waiting_12,0
2017,2017Q3,09,Y146H,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary - ED,Emergency Department,3316,hrs_waiting_4,3048
2017,2017Q3,09,Y146H,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary - ED,Emergency Department,3316,hrs_more_waiting_8,8
2017,2017Q3,09,Y146H,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary - ED,Emergency Department,3316,hrs_more_waiting_12,0
2017,2017Q3,09,F704H,NHS Fife,Victoria Hospital (NHS Fife) - ED,Emergency Department,5592,hrs_waiting_4,5262
2017,2017Q3,09,F704H,NHS Fife,Victoria Hospital (NHS Fife) - ED,Emergency Department,5592,hrs_more_waiting_8,20
2017,2017Q3,09,F704H,NHS Fife,Victoria Hospital (NHS Fife) - ED,Emergency Department,5592,hrs_more_waiting_12,0
2017,2017Q3,09,V217H,NHS Forth Valley,Forth Valley Royal Hospital - ED,Emergency Department,5349,hrs_waiting_4,4859
2017,2017Q3,09,V217H,NHS Forth Valley,Forth Valley Royal Hospital - ED,Emergency Department,5349,hrs_more_waiting_8,9
2017,2017Q3,09,V217H,NHS Forth Valley,Forth Valley Royal Hospital - ED,Emergency Department,5349,hrs_more_waiting_12,0
2017,2017Q3,09,N101H,NHS Grampian,Aberdeen Royal Infirmary - ED,Emergency Department,5043,hrs_waiting_4,4480
2017,2017Q3,09,N101H,NHS Grampian,Aberdeen Royal Infirmary - ED,Emergency Department,5043,hrs_more_waiting_8,22
2017,2017Q3,09,N101H,NHS Grampian,Aberdeen Royal Infirmary - ED,Emergency Department,5043,hrs_more_waiting_12,0
2017,2017Q3,09,N121H,NHS Grampian,Royal Aberdeen Children's Hospital - ED,Emergency Department,1380,hrs_waiting_4,1358
2017,2017Q3,09,N121H,NHS Grampian,Royal Aberdeen Children's Hospital - ED,Emergency Department,1380,hrs_more_waiting_8,0
2017,2017Q3,09,N121H,NHS Grampian,Royal Aberdeen Children's Hospital - ED,Emergency Department,1380,hrs_more_waiting_12,0
2017,2017Q3,09,N411H,NHS Grampian,Dr Gray's Hospital - ED,Emergency Department,2104,hrs_waiting_4,2022
2017,2017Q3,09,N411H,NHS Grampian,Dr Gray's Hospital - ED,Emergency Department,2104,hrs_more_waiting_8,1
2017,2017Q3,09,N411H,NHS Grampian,Dr Gray's Hospital - ED,Emergency Department,2104,hrs_more_waiting_12,0
2017,2017Q3,09,C313H,NHS Greater Glasgow & Clyde,Inverclyde Royal Hospital - ED,Emergency Department,2623,hrs_waiting_4,2507
2017,2017Q3,09,C313H,NHS Greater Glasgow & Clyde,Inverclyde Royal Hospital - ED,Emergency Department,2623,hrs_more_waiting_8,1
2017,2017Q3,09,C313H,NHS Greater Glasgow & Clyde,Inverclyde Royal Hospital - ED,Emergency Department,2623,hrs_more_waiting_12,0
2017,2017Q3,09,C418H,NHS Greater Glasgow & Clyde,Royal Alexandra Hospital - ED,Emergency Department,5285,hrs_waiting_4,4746
2017,2017Q3,09,C418H,NHS Greater Glasgow & Clyde,Royal Alexandra Hospital - ED,Emergency Department,5285,hrs_more_waiting_8,37
2017,2017Q3,09,C418H,NHS Greater Glasgow & Clyde,Royal Alexandra Hospital - ED,Emergency Department,5285,hrs_more_waiting_12,0
2017,2017Q3,09,G107H,NHS Greater Glasgow & Clyde,Glasgow Royal Infirmary - ED,Emergency Department,7947,hrs_waiting_4,7277
2017,2017Q3,09,G107H,NHS Greater Glasgow & Clyde,Glasgow Royal Infirmary - ED,Emergency Department,7947,hrs_more_waiting_8,23
2017,2017Q3,09,G107H,NHS Greater Glasgow & Clyde,Glasgow Royal Infirmary - ED,Emergency Department,7947,hrs_more_waiting_12,0
2017,2017Q3,09,G405H,NHS Greater Glasgow & Clyde,Southern General Hospital - ED,Emergency Department,8639,hrs_waiting_4,7082
2017,2017Q3,09,G405H,NHS Greater Glasgow & Clyde,Queen Elizabeth University Hospital - ED,Emergency Department,8639,hrs_waiting_4,7082
2017,2017Q3,09,G405H,NHS Greater Glasgow & Clyde,Southern General Hospital - ED,Emergency Department,8639,hrs_more_waiting_8,90
2017,2017Q3,09,G405H,NHS Greater Glasgow & Clyde,Queen Elizabeth University Hospital - ED,Emergency Department,8639,hrs_more_waiting_8,90
2017,2017Q3,09,G405H,NHS Greater Glasgow & Clyde,Southern General Hospital - ED,Emergency Department,8639,hrs_more_waiting_12,0
2017,2017Q3,09,G405H,NHS Greater Glasgow & Clyde,Queen Elizabeth University Hospital - ED,Emergency Department,8639,hrs_more_waiting_12,0
2017,2017Q3,09,G513H,NHS Greater Glasgow & Clyde,Royal Hospital For Children Glasgow - ED,Emergency Department,5537,hrs_waiting_4,5365
2017,2017Q3,09,G513H,NHS Greater Glasgow & Clyde,Royal Hospital For Children Glasgow - ED,Emergency Department,5537,hrs_more_waiting_8,1
2017,2017Q3,09,G513H,NHS Greater Glasgow & Clyde,Royal Hospital For Children Glasgow - ED,Emergency Department,5537,hrs_more_waiting_12,0
2017,2017Q3,09,C121H,NHS Highland,Lorn & Islands Hospital - ED,Emergency Department,690,hrs_waiting_4,676
2017,2017Q3,09,C121H,NHS Highland,Lorn & Islands Hospital - ED,Emergency Department,690,hrs_more_waiting_8,0
2017,2017Q3,09,C121H,NHS Highland,Lorn & Islands Hospital - ED,Emergency Department,690,hrs_more_waiting_12,0
2017,2017Q3,09,H103H,NHS Highland,Caithness General Hospital - ED,Emergency Department,576,hrs_waiting_4,567
2017,2017Q3,09,H103H,NHS Highland,Caithness General Hospital - ED,Emergency Department,576,hrs_more_waiting_8,0
2017,2017Q3,09,H103H,NHS Highland,Caithness General Hospital - ED,Emergency Department,576,hrs_more_waiting_12,0
2017,2017Q3,09,H202H,NHS Highland,Raigmore Hospital - ED,Emergency Department,3046,hrs_waiting_4,2762
2017,2017Q3,09,H202H,NHS Highland,Raigmore Hospital - ED,Emergency Department,3046,hrs_more_waiting_8,8
2017,2017Q3,09,H202H,NHS Highland,Raigmore Hospital - ED,Emergency Department,3046,hrs_more_waiting_12,1
2017,2017Q3,09,H212H,NHS Highland,Belford Hospital - ED,Emergency Department,862,hrs_waiting_4,820
2017,2017Q3,09,H212H,NHS Highland,Belford Hospital - ED,Emergency Department,862,hrs_more_waiting_8,2
2017,2017Q3,09,H212H,NHS Highland,Belford Hospital - ED,Emergency Department,862,hrs_more_waiting_12,0
2017,2017Q3,09,L106H,NHS Lanarkshire,University Hospital Monklands - ED,Emergency Department,5848,hrs_waiting_4,5590
2017,2017Q3,09,L106H,NHS Lanarkshire,University Hospital Monklands - ED,Emergency Department,5848,hrs_more_waiting_8,10
2017,2017Q3,09,L106H,NHS Lanarkshire,University Hospital Monklands - ED,Emergency Department,5848,hrs_more_waiting_12,1
2017,2017Q3,09,L302H,NHS Lanarkshire,University Hospital Hairmyres - ED,Emergency Department,5458,hrs_waiting_4,4922
2017,2017Q3,09,L302H,NHS Lanarkshire,University Hospital Hairmyres - ED,Emergency Department,5458,hrs_more_waiting_8,53
2017,2017Q3,09,L302H,NHS Lanarkshire,University Hospital Hairmyres - ED,Emergency Department,5458,hrs_more_waiting_12,13
2017,2017Q3,09,L308H,NHS Lanarkshire,University Hospital Wishaw - ED,Emergency Department,5986,hrs_waiting_4,5501
2017,2017Q3,09,L308H,NHS Lanarkshire,University Hospital Wishaw - ED,Emergency Department,5986,hrs_more_waiting_8,26
2017,2017Q3,09,L308H,NHS Lanarkshire,University Hospital Wishaw - ED,Emergency Department,5986,hrs_more_waiting_12,0
2017,2017Q3,09,S308H,NHS Lothian,St John's Hospital - ED,Emergency Department,4839,hrs_waiting_4,4645
2017,2017Q3,09,S308H,NHS Lothian,St John's Hospital - ED,Emergency Department,4839,hrs_more_waiting_8,9
2017,2017Q3,09,S308H,NHS Lothian,St John's Hospital - ED,Emergency Department,4839,hrs_more_waiting_12,0
2017,2017Q3,09,S314H,NHS Lothian,Royal Infirmary Of Edinburgh - ED,Emergency Department,10018,hrs_waiting_4,9360
2017,2017Q3,09,S314H,NHS Lothian,Royal Infirmary Of Edinburgh - ED,Emergency Department,10018,hrs_more_waiting_8,120
2017,2017Q3,09,S314H,NHS Lothian,Royal Infirmary Of Edinburgh - ED,Emergency Department,10018,hrs_more_waiting_12,14
2017,2017Q3,09,S319H,NHS Lothian,Royal Hospital for Children and Young People Edinburgh - ED,Emergency Department,4280,hrs_waiting_4,4204
2017,2017Q3,09,S319H,NHS Lothian,Royal Hospital for Children and Young People Edinburgh - ED,Emergency Department,4280,hrs_more_waiting_8,1
2017,2017Q3,09,S319H,NHS Lothian,Royal Hospital for Children and Young People Edinburgh - ED,Emergency Department,4280,hrs_more_waiting_12,0
2017,2017Q3,09,R103H,NHS Orkney,Balfour Hospital - MIU,Emergency Department,503,hrs_waiting_4,486
2017,2017Q3,09,R103H,NHS Orkney,Balfour Hospital - ED,Emergency Department,503,hrs_waiting_4,486
2017,2017Q3,09,R103H,NHS Orkney,Balfour Hospital - MIU,Emergency Department,503,hrs_more_waiting_8,1
2017,2017Q3,09,R103H,NHS Orkney,Balfour Hospital - ED,Emergency Department,503,hrs_more_waiting_8,1
2017,2017Q3,09,R103H,NHS Orkney,Balfour Hospital - MIU,Emergency Department,503,hrs_more_waiting_12,0
2017,2017Q3,09,R103H,NHS Orkney,Balfour Hospital - ED,Emergency Department,503,hrs_more_waiting_12,0
2017,2017Q3,09,Z102H,NHS Shetland,Gilbert Bain Hospital - ED,Emergency Department,651,hrs_waiting_4,639
2017,2017Q3,09,Z102H,NHS Shetland,Gilbert Bain Hospital - ED,Emergency Department,651,hrs_more_waiting_8,0
2017,2017Q3,09,Z102H,NHS Shetland,Gilbert Bain Hospital - ED,Emergency Department,651,hrs_more_waiting_12,0
2017,2017Q3,09,T101H,NHS Tayside,Ninewells Hospital - ED,Emergency Department,4287,hrs_waiting_4,4121
2017,2017Q3,09,T101H,NHS Tayside,Ninewells Hospital - ED,Emergency Department,4287,hrs_more_waiting_8,0
2017,2017Q3,09,T101H,NHS Tayside,Ninewells Hospital - ED,Emergency Department,4287,hrs_more_waiting_12,0
2017,2017Q3,09,T202H,NHS Tayside,Perth Royal Infirmary - ED,Emergency Department,2194,hrs_waiting_4,2121
2017,2017Q3,09,T202H,NHS Tayside,Perth Royal Infirmary - ED,Emergency Department,2194,hrs_more_waiting_8,3
2017,2017Q3,09,T202H,NHS Tayside,Perth Royal Infirmary - ED,Emergency Department,2194,hrs_more_waiting_12,0
2017,2017Q3,09,W107H,NHS Western Isles,Western Isles Hospital - ED,Emergency Department,562,hrs_waiting_4,557
2017,2017Q3,09,W107H,NHS Western Isles,Western Isles Hospital - ED,Emergency Department,562,hrs_more_waiting_8,0
2017,2017Q3,09,W107H,NHS Western Isles,Western Isles Hospital - ED,Emergency Department,562,hrs_more_waiting_12,0
2017,2017Q4,10,A111H,NHS Ayrshire & Arran,University Hospital Crosshouse - ED,Emergency Department,6001,hrs_waiting_4,5540
2017,2017Q4,10,A111H,NHS Ayrshire & Arran,University Hospital Crosshouse - ED,Emergency Department,6001,hrs_more_waiting_8,106
2017,2017Q4,10,A111H,NHS Ayrshire & Arran,University Hospital Crosshouse - ED,Emergency Department,6001,hrs_more_waiting_12,28
2017,2017Q4,10,A210H,NHS Ayrshire & Arran,University Hospital Ayr - ED,Emergency Department,3173,hrs_waiting_4,2945
2017,2017Q4,10,A210H,NHS Ayrshire & Arran,University Hospital Ayr - ED,Emergency Department,3173,hrs_more_waiting_8,45
2017,2017Q4,10,A210H,NHS Ayrshire & Arran,University Hospital Ayr - ED,Emergency Department,3173,hrs_more_waiting_12,6
2017,2017Q4,10,B120H,NHS Borders,Borders General Hospital - ED,Emergency Department,2598,hrs_waiting_4,2472
2017,2017Q4,10,B120H,NHS Borders,Borders General Hospital - ED,Emergency Department,2598,hrs_more_waiting_8,7
2017,2017Q4,10,B120H,NHS Borders,Borders General Hospital - ED,Emergency Department,2598,hrs_more_waiting_12,1
2017,2017Q4,10,Y144H,NHS Dumfries & Galloway,Galloway Community Hospital - ED,Emergency Department,1037,hrs_waiting_4,980
2017,2017Q4,10,Y144H,NHS Dumfries & Galloway,Galloway Community Hospital - ED,Emergency Department,1037,hrs_more_waiting_8,1
2017,2017Q4,10,Y144H,NHS Dumfries & Galloway,Galloway Community Hospital - ED,Emergency Department,1037,hrs_more_waiting_12,0
2017,2017Q4,10,Y146H,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary - ED,Emergency Department,3000,hrs_waiting_4,2797
2017,2017Q4,10,Y146H,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary - ED,Emergency Department,3000,hrs_more_waiting_8,1
2017,2017Q4,10,Y146H,NHS Dumfries & Galloway,Dumfries & Galloway Royal Infirmary - ED,Emergency Department,3000,hrs_more_waiting_12,0
2017,2017Q4,10,F704H,NHS Fife,Victoria Hospital (NHS Fife) - ED,Emergency Department,5281,hrs_waiting_4,5108
2017,2017Q4,10,F704H,NHS Fife,Victoria Hospital (NHS Fife) - ED,Emergency Department,5281,hrs_more_waiting_8,5
2017,2017Q4,10,F704H,NHS Fife,Victoria Hospital (NHS Fife) - ED,Emergency Department,5281,hrs_more_waiting_12,0
2017,2017Q4,10,V217H,NHS Forth Valley,Forth Valley Royal Hospital - ED,Emergency Department,5448,hrs_waiting_4,4876
2017,2017Q4,10,V217H,NHS Forth Valley,Forth Valley Royal Hospital - ED,Emergency Department,5448,hrs_more_waiting_8,62
2017,2017Q4,10,V217H,NHS Forth Valley,Forth Valley Royal Hospital - ED,Emergency Department,5448,hrs_more_waiting_12,6
2017,2017Q4,10,N101H,NHS Grampian,Aberdeen Royal Infirmary - ED,Emergency Department,5002,hrs_waiting_4,4652
2017,2017Q4,10,N101H,NHS Grampian,Aberdeen Royal Infirmary - ED,Emergency Department,5002,hrs_more_waiting_8,12
2017,2017Q4,10,N101H,NHS Grampian,Aberdeen Royal Infirmary - ED,Emergency Department,5002,hrs_more_waiting_12,0
2017,2017Q4,10,N121H,NHS Grampian,Royal Aberdeen Children's Hospital - ED,Emergency Department,1292,hrs_waiting_4,1274
2017,2017Q4,10,N121H,NHS Grampian,Royal Aberdeen Children's Hospital - ED,Emergency Department,1292,hrs_more_waiting_8,1
2017,2017Q4,10,N121H,NHS Grampian,Royal Aberdeen Children's Hospital - ED,Emergency Department,1292,hrs_more_waiting_12,0
2017,2017Q4,10,N411H,NHS Grampian,Dr Gray's Hospital - ED,Emergency Department,1957,hrs_waiting_4,1916
2017,2017Q4,10,N411H,NHS Grampian,Dr Gray's Hospital - ED,Emergency Department,1957,hrs_more_waiting_8,0
2017,2017Q4,10,N411H,NHS Grampian,Dr Gray's Hospital - ED,Emergency Department,1957,hrs_more_waiting_12,0
2017,2017Q4,10,C313H,NHS Greater Glasgow & Clyde,Inverclyde Royal Hospital - ED,Emergency Department,2682,hrs_waiting_4,2556
2017,2017Q4,10,C313H,NHS Greater Glasgow & Clyde,Inverclyde Royal Hospital - ED,Emergency Department,2682,hrs_more_waiting_8,2
2017,2017Q4,10,C313H,NHS Greater Glasgow & Clyde,Inverclyde Royal Hospital - ED,Emergency Department,2682,hrs_more_waiting_12,0
2017,2017Q4,10,C418H,NHS Greater Glasgow & Clyde,Royal Alexandra Hospital - ED,Emergency Department,5211,hrs_waiting_4,4781
2017,2017Q4,10,C418H,NHS Greater Glasgow & Clyde,Royal Alexandra Hospital - ED,Emergency Department,5211,hrs_more_waiting_8,18
2017,2017Q4,10,C418H,NHS Greater Glasgow & Clyde,Royal Alexandra Hospital - ED,Emergency Department,5211,hrs_more_waiting_12,1
2017,2017Q4,10,G107H,NHS Greater Glasgow & Clyde,Glasgow Royal Infirmary - ED,Emergency Department,8175,hrs_waiting_4,7605
2017,2017Q4,10,G107H,NHS Greater Glasgow & Clyde,Glasgow Royal Infirmary - ED,Emergency Department,8175,hrs_more_waiting_8,11
2017,2017Q4,10,G107H,NHS Greater Glasgow & Clyde,Glasgow Royal Infirmary - ED,Emergency Department,8175,hrs_more_waiting_12,0
2017,2017Q4,10,G405H,NHS Greater Glasgow & Clyde,Southern General Hospital - ED,Emergency Department,8710,hrs_waiting_4,7521
2017,2017Q4,10,G405H,NHS Greater Glasgow & Clyde,Queen Elizabeth University Hospital - ED,Emergency Department,8710,hrs_waiting_4,7521
2017,2017Q4,10,G405H,NHS Greater Glasgow & Clyde,Southern General Hospital - ED,Emergency Department,8710,hrs_more_waiting_8,72
2017,2017Q4,10,G405H,NHS Greater Glasgow & Clyde,Queen Elizabeth University Hospital - ED,Emergency Department,8710,hrs_more_waiting_8,72
2017,2017Q4,10,G405H,NHS Greater Glasgow & Clyde,Southern General Hospital - ED,Emergency Department,8710,hrs_more_waiting_12,2
2017,2017Q4,10,G405H,NHS Greater Glasgow & Clyde,Queen Elizabeth University Hospital - ED,Emergency Department,8710,hrs_more_waiting_12,2
2017,2017Q4,10,G513H,NHS Greater Glasgow & Clyde,Royal Hospital For Children Glasgow - ED,Emergency Department,5290,hrs_waiting_4,5189
2017,2017Q4,10,G513H,NHS Greater Glasgow & Clyde,Royal Hospital For Children Glasgow - ED,Emergency Department,5290,hrs_more_waiting_8,0
2017,2017Q4,10,G513H,NHS Greater Glasgow & Clyde,Royal Hospital For Children Glasgow - ED,Emergency Department,5290,hrs_more_waiting_12,0
2017,2017Q4,10,C121H,NHS Highland,Lorn & Islands Hospital - ED,Emergency Department,565,hrs_waiting_4,559
2017,2017Q4,10,C121H,NHS Highland,Lorn & Islands Hospital - ED,Emergency Department,565,hrs_more_waiting_8,1
2017,2017Q4,10,C121H,NHS Highland,Lorn & Islands Hospital - ED,Emergency Department,565,hrs_more_waiting_12,0
2017,2017Q4,10,H103H,NHS Highland,Caithness General Hospital - ED,Emergency Department,599,hrs_waiting_4,589
2017,2017Q4,10,H103H,NHS Highland,Caithness General Hospital - ED,Emergency Department,599,hrs_more_waiting_8,1
2017,2017Q4,10,H103H,NHS Highland,Caithness General Hospital - ED,Emergency Department,599,hrs_more_waiting_12,1
2017,2017Q4,10,H202H,NHS Highland,Raigmore Hospital - ED,Emergency Department,2843,hrs_waiting_4,2710
2017,2017Q4,10,H202H,NHS Highland,Raigmore Hospital - ED,Emergency Department,2843,hrs_more_waiting_8,5
2017,2017Q4,10,H202H,NHS Highland,Raigmore Hospital - ED,Emergency Department,2843,hrs_more_waiting_12,1
2017,2017Q4,10,H212H,NHS Highland,Belford Hospital - ED,Emergency Department,731,hrs_waiting_4,687
2017,2017Q4,10,H212H,NHS Highland,Belford Hospital - ED,Emergency Department,731,hrs_more_waiting_8,3
2017,2017Q4,10,H212H,NHS Highland,Belford Hospital - ED,Emergency Department,731,hrs_more_waiting_12,0
2017,2017Q4,10,L106H,NHS Lanarkshire,University Hospital Monklands - ED,Emergency Department,5794,hrs_waiting_4,5549
2017,2017Q4,10,L106H,NHS Lanarkshire,University Hospital Monklands - ED,Emergency Department,5794,hrs_more_waiting_8,13
2017,2017Q4,10,L106H,NHS Lanarkshire,University Hospital Monklands - ED,Emergency Department,5794,hrs_more_waiting_12,1
2017,2017Q4,10,L302H,NHS Lanarkshire,University Hospital Hairmyres - ED,Emergency Department,5328,hrs_waiting_4,4888
2017,2017Q4,10,L302H,NHS Lanarkshire,University Hospital Hairmyres - ED,Emergency Department,5328,hrs_more_waiting_8,59
2017,2017Q4,10,L302H,NHS Lanarkshire,University Hospital Hairmyres - ED,Emergency Department,5328,hrs_more_waiting_12,4
2017,2017Q4,10,L308H,NHS Lanarkshire,University Hospital Wishaw - ED,Emergency Department,6050,hrs_waiting_4,5570
2017,2017Q4,10,L308H,NHS Lanarkshire,University Hospital Wishaw - ED,Emergency Department,6050,hrs_more_waiting_8,26
2017,2017Q4,10,L308H,NHS Lanarkshire,University Hospital Wishaw - ED,Emergency Department,6050,hrs_more_waiting_12,1
2017,2017Q4,10,S308H,NHS Lothian,St John's Hospital - ED,Emergency Department,4614,hrs_waiting_4,4412
2017,2017Q4,10,S308H,NHS Lothian,St John's Hospital - ED,Emergency Department,4614,hrs_more_waiting_8,17
2017,2017Q4,10,S308H,NHS Lothian,St John's Hospital - ED,Emergency Department,4614,hrs_more_waiting_12,0
2017,2017Q4,10,S314H,NHS Lothian,Royal Infirmary Of Edinburgh - ED,Emergency Department,10261,hrs_waiting_4,9403
2017,2017Q4,10,S314H,NHS Lothian,Royal Infirmary Of Edinburgh - ED,Emergency Department,10261,hrs_more_waiting_8,148
2017,2017Q4,10,S314H,NHS Lothian,Royal Infirmary Of Edinburgh - ED,Emergency Department,10261,hrs_more_waiting_12,20
2017,2017Q4,10,S319H,NHS Lothian,Royal Hospital for Children and Young People Edinburgh - ED,Emergency Department,4253,hrs_waiting_4,4160
2017,2017Q4,10,S319H,NHS Lothian,Royal Hospital for Children and Young People Edinburgh - ED,Emergency Department,4253,hrs_more_waiting_8,3
2017,2017Q4,10,S319H,NHS Lothian,Royal Hospital for Children and Young People Edinburgh - ED,Emergency Department,4253,hrs_more_waiting_12,0
2017,2017Q4,10,R103H,NHS Orkney,Balfour Hospital - MIU,Emergency Department,501,hrs_waiting_4,462
2017,2017Q4,10,R103H,NHS Orkney,Balfour Hospital - ED,Emergency Department,501,hrs_waiting_4,462
2017,2017Q4,10,R103H,NHS Orkney,Balfour Hospital - MIU,Emergency Department,501,hrs_more_waiting_8,1
2017,2017Q4,10,R103H,NHS Orkney,Balfour Hospital - ED,Emergency Department,501,hrs_more_waiting_8,1
2017,2017Q4,10,R103H,NHS Orkney,Balfour Hospital - MIU,Emergency Department,501,hrs_more_waiting_12,0
2017,2017Q4,10,R103H,NHS Orkney,Balfour Hospital - ED,Emergency Department,501,hrs_more_waiting_12,0
2017,2017Q4,10,Z102H,NHS Shetland,Gilbert Bain Hospital - ED,Emergency Department,577,hrs_waiting_4,563
2017,2017Q4,10,Z102H,NHS Shetland,Gilbert Bain Hospital - ED,Emergency Department,577,hrs_more_waiting_8,1
2017,2017Q4,10,Z102H,NHS Shetland,Gilbert Bain Hospital - ED,Emergency Department,577,hrs_more_waiting_12,0
2017,2017Q4,10,T101H,NHS Tayside,Ninewells Hospital - ED,Emergency Department,4157,hrs_waiting_4,4057
2017,2017Q4,10,T101H,NHS Tayside,Ninewells Hospital - ED,Emergency Department,4157,hrs_more_waiting_8,2
2017,2017Q4,10,T101H,NHS Tayside,Ninewells Hospital - ED,Emergency Department,4157,hrs_more_waiting_12,0
2017,2017Q4,10,T202H,NHS Tayside,Perth Royal Infirmary - ED,Emergency Department,2001,hrs_waiting_4,1977
2017,2017Q4,10,T202H,NHS Tayside,Perth Royal Infirmary - ED,Emergency Department,2001,hrs_more_waiting_8,0
2017,2017Q4,10,T202H,NHS Tayside,Perth Royal Infirmary - ED,Emergency Department,2001,hrs_more_waiting_12,0
2017,2017Q4,10,W107H,NHS Western Isles,Western Isles Hospital - ED,Emergency Department,528,hrs_waiting_4,528
2017,2017Q4,10,W107H,NHS Western Isles,Western Isles Hospital - ED,Emergency Department,528,hrs_more_waiting_8,0
2017,2017Q4,10,W107H,NHS Western Isles,Western Isles Hospital - ED,Emergency Department,528,hrs_more_waiting_12,0
2017,2017Q4,11,A111H,NHS Ayrshire & Arran,University Hospital Crosshouse - ED,Emergency Department,5657,hrs_waiting_4,5423
2017,2017Q4,11,A111H,NHS Ayrshire & Arran,University Hospital Crosshouse - ED,Emergency Department,5657,hrs_more_waiting_8,39
2017,2017Q4,11,A111H,NHS Ayrshire & Arran,University Hospital Crosshouse - ED,Emergency Department,5657,hrs_more_waiting_12,14
2017,2017Q4,11,A210H,NHS Ayrshire & Arran,University Hospital Ayr - ED,Emergency Department,2918,hrs_waiting_4,2763
2017,2017Q4,11,A210H,NHS Ayrshire & Arran,University Hospital Ayr - ED,Emergency Department,2918,hrs_more_waiting_8,19
